Id,MSSubClass,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageYrBlt,MoSold,YrSold,SalePrice,Base
1599.0,120.0,35.0,3907.0,1989.0,1989.0,982.0,1034.0,1034.0,1989.0,4.0,2010.0,138607.971472497,0.0
1600.0,120.0,35.0,3907.0,1989.0,1989.0,1191.0,1191.0,1191.0,1989.0,3.0,2010.0,150778.958976731,0.0
1601.0,30.0,58.0,8154.0,1941.0,1950.0,480.0,540.0,540.0,1951.0,4.0,2010.0,146966.230339786,0.0
1602.0,50.0,50.0,9140.0,1921.0,1975.0,629.0,727.0,1107.0,1950.0,4.0,2010.0,162182.59620952,0.0
1603.0,30.0,66.0,8712.0,1896.0,1950.0,756.0,952.0,952.0,1896.0,6.0,2010.0,176825.940961269,0.0
1604.0,120.0,44.0,3811.0,2004.0,2005.0,1594.0,1646.0,1646.0,2004.0,5.0,2010.0,152799.812402444,0.0
1605.0,60.0,85.0,11050.0,1998.0,1999.0,1049.0,1036.0,1916.0,1998.0,5.0,2010.0,180322.322067129,0.0
1606.0,80.0,74.0,9620.0,1977.0,1977.0,1243.0,1285.0,1285.0,1977.0,5.0,2010.0,177508.027228367,0.0
1608.0,20.0,88.0,11896.0,2008.0,2008.0,1336.0,1346.0,1346.0,2008.0,5.0,2010.0,181987.282510201,0.0
1609.0,20.0,73.0,9803.0,2009.0,2010.0,1214.0,1214.0,1214.0,2010.0,1.0,2010.0,160172.72797397,0.0
1610.0,60.0,73.0,9802.0,2006.0,2007.0,384.0,744.0,1444.0,2007.0,4.0,2010.0,176761.317654248,0.0
1611.0,20.0,85.0,15300.0,1965.0,1977.0,1068.0,1264.0,1264.0,1965.0,6.0,2010.0,176515.497545231,0.0
1612.0,20.0,93.0,10114.0,2004.0,2005.0,1430.0,1430.0,1430.0,2004.0,3.0,2010.0,176270.453065471,0.0
1614.0,120.0,31.0,2394.0,1973.0,1973.0,945.0,945.0,945.0,1973.0,5.0,2010.0,150011.102062216,0.0
1617.0,160.0,21.0,1890.0,1972.0,1972.0,546.0,546.0,1092.0,1972.0,6.0,2010.0,163399.983345859,0.0
1618.0,20.0,50.0,6953.0,1971.0,2004.0,864.0,874.0,874.0,1971.0,6.0,2010.0,173364.161505756,0.0
1619.0,20.0,76.0,12887.0,1984.0,1984.0,833.0,833.0,833.0,1984.0,4.0,2010.0,169556.835902417,0.0
1620.0,90.0,70.0,7700.0,1985.0,1986.0,1216.0,1216.0,2432.0,1985.0,2.0,2010.0,183690.595995738,0.0
1621.0,60.0,63.0,10475.0,1991.0,1991.0,624.0,624.0,1274.0,1993.0,3.0,2010.0,176980.914909382,0.0
1622.0,50.0,68.0,10544.0,1969.0,1969.0,864.0,864.0,1479.0,1969.0,4.0,2010.0,204773.36222471,0.0
1623.0,20.0,76.0,9892.0,1994.0,1995.0,1679.0,1803.0,1803.0,1994.0,2.0,2010.0,174728.655998442,0.0
1624.0,60.0,74.0,12961.0,1993.0,1994.0,1152.0,1152.0,1797.0,1993.0,3.0,2010.0,181873.458244461,0.0
1625.0,20.0,74.0,13008.0,1956.0,1956.0,882.0,882.0,882.0,1956.0,10.0,2009.0,177322.000823979,0.0
1626.0,20.0,85.0,10200.0,1974.0,1974.0,1434.0,1434.0,1434.0,1974.0,6.0,2009.0,193927.939041863,0.0
1627.0,60.0,88.0,10179.0,1997.0,1997.0,945.0,945.0,1608.0,1997.0,7.0,2009.0,181715.622732304,0.0
1629.0,80.0,60.0,8400.0,1996.0,1997.0,384.0,958.0,1628.0,1996.0,6.0,2009.0,177109.589956218,0.0
1630.0,120.0,28.0,7296.0,2004.0,2005.0,2208.0,2522.0,2522.0,2004.0,11.0,2009.0,153909.578271486,0.0
1631.0,120.0,61.0,7380.0,1998.0,1998.0,1418.0,1478.0,1478.0,1998.0,7.0,2009.0,162931.203336223,0.0
1632.0,120.0,57.0,8013.0,1995.0,1996.0,1587.0,1734.0,1734.0,1995.0,9.0,2009.0,166386.7567182,0.0
1633.0,80.0,57.0,8923.0,1998.0,1998.0,384.0,751.0,1382.0,1998.0,2.0,2009.0,173719.30379824,0.0
1634.0,60.0,60.0,7500.0,1998.0,1999.0,952.0,952.0,1636.0,1998.0,10.0,2009.0,179757.925656704,0.0
1636.0,20.0,58.0,7250.0,1993.0,1993.0,1181.0,1190.0,1190.0,1993.0,11.0,2009.0,180370.808623106,0.0
1637.0,60.0,85.0,11900.0,1977.0,1977.0,1122.0,946.0,1934.0,1977.0,7.0,2009.0,185102.616730563,0.0
1639.0,20.0,80.0,10928.0,1978.0,1986.0,1427.0,1671.0,1671.0,1978.0,8.0,2009.0,184294.576009142,0.0
1641.0,20.0,80.0,11088.0,1978.0,1998.0,1140.0,1707.0,1707.0,1978.0,5.0,2009.0,181294.784484153,0.0
1642.0,60.0,70.0,7000.0,2003.0,2003.0,926.0,1016.0,1884.0,2003.0,6.0,2009.0,174354.336267919,0.0
1646.0,20.0,78.0,10140.0,1974.0,1974.0,1116.0,1116.0,1116.0,1974.0,4.0,2009.0,178324.191575907,0.0
1647.0,20.0,85.0,11050.0,1975.0,1975.0,1176.0,1193.0,1193.0,1975.0,8.0,2009.0,184534.676687694,0.0
1650.0,20.0,60.0,7038.0,1970.0,1970.0,864.0,864.0,864.0,2001.0,9.0,2009.0,177743.799385967,0.0
1651.0,20.0,60.0,9000.0,1971.0,2006.0,864.0,864.0,864.0,1986.0,7.0,2009.0,179395.305519087,0.0
1652.0,160.0,21.0,1680.0,1973.0,1973.0,483.0,483.0,987.0,1973.0,7.0,2009.0,151713.38474815,0.0
1653.0,160.0,21.0,1680.0,1972.0,1972.0,483.0,483.0,987.0,1972.0,7.0,2009.0,151713.38474815,0.0
1654.0,160.0,24.0,2308.0,1976.0,1976.0,804.0,804.0,1548.0,1976.0,9.0,2009.0,168434.977996215,0.0
1655.0,120.0,24.0,2280.0,1975.0,1975.0,1057.0,1055.0,1055.0,1975.0,8.0,2009.0,153999.100311019,0.0
1656.0,160.0,24.0,2349.0,1977.0,1977.0,855.0,855.0,1456.0,1977.0,5.0,2009.0,164096.097354123,0.0
1657.0,160.0,24.0,2364.0,1978.0,1978.0,804.0,804.0,1548.0,1978.0,7.0,2009.0,166335.403036551,0.0
1658.0,160.0,24.0,2364.0,1978.0,1978.0,855.0,855.0,1456.0,1978.0,4.0,2009.0,163020.725375757,0.0
1659.0,120.0,24.0,2104.0,1976.0,1976.0,836.0,836.0,836.0,1976.0,10.0,2009.0,155862.510668829,0.0
1661.0,60.0,110.0,14257.0,2007.0,2007.0,1776.0,1794.0,2772.0,2007.0,6.0,2009.0,201912.270622883,0.0
1662.0,60.0,95.0,12350.0,2009.0,2009.0,1365.0,1365.0,2690.0,2009.0,7.0,2009.0,185988.233987516,0.0
1663.0,20.0,95.0,12350.0,2008.0,2008.0,2020.0,2020.0,2020.0,2008.0,5.0,2009.0,183778.44888032,0.0
1664.0,20.0,105.0,13693.0,2007.0,2007.0,2630.0,2674.0,2674.0,2007.0,3.0,2009.0,170935.85921771,0.0
1665.0,20.0,95.0,11578.0,2008.0,2008.0,1736.0,1736.0,1736.0,2008.0,7.0,2009.0,184468.908382254,0.0
1666.0,20.0,129.0,16870.0,2004.0,2005.0,1782.0,1782.0,1782.0,2004.0,4.0,2009.0,191569.089663229,0.0
1667.0,60.0,59.0,23303.0,2007.0,2007.0,1508.0,1508.0,2520.0,2007.0,6.0,2009.0,232991.025583822,0.0
1668.0,20.0,87.0,10367.0,2008.0,2008.0,1739.0,1743.0,1743.0,2008.0,6.0,2009.0,180980.721388278,0.0
1669.0,20.0,77.0,10872.0,2006.0,2006.0,1504.0,1531.0,1531.0,2006.0,2.0,2009.0,164279.13048219,0.0
1670.0,20.0,102.0,13514.0,2008.0,2008.0,1774.0,1808.0,1808.0,2008.0,3.0,2009.0,183859.460411109,0.0
1671.0,20.0,90.0,12878.0,2003.0,2004.0,1760.0,1760.0,1760.0,2003.0,6.0,2009.0,185922.465682076,0.0
1672.0,20.0,110.0,15274.0,2003.0,2003.0,2452.0,2452.0,2452.0,2003.0,7.0,2009.0,191742.778119363,0.0
1673.0,60.0,96.0,13262.0,2003.0,2004.0,1082.0,1105.0,2400.0,2003.0,6.0,2009.0,199954.072465842,0.0
1674.0,20.0,70.0,9658.0,2006.0,2006.0,1598.0,1606.0,1606.0,2006.0,7.0,2009.0,180690.274752587,0.0
1675.0,120.0,47.0,6904.0,2005.0,2005.0,1358.0,1358.0,1358.0,2005.0,8.0,2009.0,163099.3096358,0.0
1676.0,120.0,34.0,5122.0,2005.0,2005.0,1306.0,1306.0,1306.0,2005.0,3.0,2009.0,140791.922472443,0.0
1677.0,120.0,80.0,10307.0,2007.0,2008.0,1350.0,1358.0,1358.0,2008.0,5.0,2009.0,166481.86647592,0.0
1678.0,20.0,100.0,14836.0,2004.0,2005.0,2492.0,2492.0,2492.0,2004.0,2.0,2009.0,172080.434496773,0.0
1679.0,20.0,117.0,15262.0,2003.0,2004.0,2200.0,2200.0,2200.0,2003.0,7.0,2009.0,191719.161659178,0.0
1680.0,120.0,44.0,7390.0,2008.0,2009.0,1884.0,1884.0,1884.0,2008.0,5.0,2009.0,160741.098612515,0.0
1681.0,120.0,48.0,6472.0,2008.0,2008.0,1451.0,1456.0,1456.0,2008.0,4.0,2009.0,157829.546854733,0.0
1682.0,20.0,129.0,16770.0,2002.0,2003.0,1712.0,1712.0,1712.0,2002.0,9.0,2009.0,196896.748596341,0.0
1683.0,120.0,48.0,3480.0,2003.0,2003.0,1405.0,1405.0,1405.0,2003.0,11.0,2009.0,159675.423990355,0.0
1684.0,60.0,63.0,10928.0,2005.0,2005.0,728.0,728.0,1456.0,2005.0,6.0,2009.0,182084.790901946,0.0
1685.0,60.0,57.0,8918.0,2005.0,2006.0,745.0,745.0,1490.0,2005.0,7.0,2009.0,179233.926374487,0.0
1686.0,120.0,43.0,3182.0,2005.0,2006.0,1220.0,1220.0,1220.0,2005.0,8.0,2009.0,155774.270901623,0.0
1687.0,80.0,59.0,9434.0,2004.0,2005.0,384.0,744.0,1374.0,2004.0,8.0,2009.0,181354.326716058,0.0
1688.0,60.0,62.0,7984.0,2004.0,2005.0,868.0,868.0,1630.0,2004.0,9.0,2009.0,179605.563663918,0.0
1689.0,60.0,61.0,10125.0,2004.0,2004.0,846.0,846.0,1594.0,2004.0,7.0,2009.0,181609.34866147,0.0
1693.0,80.0,61.0,9734.0,2004.0,2004.0,384.0,744.0,1374.0,2004.0,5.0,2009.0,178630.060559899,0.0
1694.0,60.0,42.0,8433.0,2000.0,2000.0,794.0,819.0,1514.0,2000.0,6.0,2009.0,177174.535221728,0.0
1695.0,80.0,62.0,7750.0,1999.0,2000.0,384.0,774.0,1430.0,1999.0,3.0,2009.0,172515.687368714,0.0
1697.0,80.0,64.0,7848.0,1999.0,1999.0,384.0,774.0,1430.0,1999.0,6.0,2009.0,176023.232787689,0.0
1698.0,60.0,106.0,12720.0,2000.0,2000.0,1455.0,1466.0,2687.0,2000.0,9.0,2009.0,202202.073341595,0.0
1700.0,60.0,79.0,9085.0,1995.0,1996.0,1070.0,1094.0,2061.0,1995.0,11.0,2009.0,183982.158993126,0.0
1702.0,20.0,86.0,11194.0,2008.0,2008.0,1696.0,1696.0,1696.0,2008.0,9.0,2009.0,185922.966763517,0.0
1703.0,20.0,78.0,10206.0,2008.0,2008.0,1614.0,1658.0,1658.0,2008.0,9.0,2009.0,183978.544874918,0.0
1704.0,20.0,85.0,10130.0,2007.0,2007.0,1702.0,1702.0,1702.0,2007.0,3.0,2009.0,177199.618638821,0.0
1705.0,20.0,76.0,9139.0,2006.0,2006.0,1422.0,1432.0,1432.0,2006.0,9.0,2009.0,181878.647956764,0.0
1706.0,20.0,85.0,11128.0,2005.0,2006.0,2458.0,2490.0,2490.0,2005.0,10.0,2009.0,173622.088728263,0.0
1707.0,20.0,90.0,7993.0,2008.0,2009.0,1436.0,1436.0,1436.0,2008.0,10.0,2009.0,180728.168562655,0.0
1708.0,20.0,72.0,8640.0,2008.0,2008.0,1402.0,1402.0,1402.0,2008.0,5.0,2009.0,176477.026606328,0.0
1709.0,20.0,112.0,12606.0,2007.0,2008.0,1530.0,1530.0,1530.0,2008.0,5.0,2009.0,184282.266697609,0.0
1710.0,20.0,75.0,7500.0,2006.0,2007.0,1372.0,1448.0,1448.0,2006.0,6.0,2009.0,162062.47538448,0.0
1711.0,60.0,84.0,10603.0,2006.0,2006.0,900.0,909.0,1795.0,2006.0,7.0,2009.0,182550.070992189,0.0
1712.0,20.0,65.0,8125.0,2008.0,2009.0,1836.0,1836.0,1836.0,2009.0,10.0,2009.0,180987.949624695,0.0
